,id_station,hora,O3,PM10,PM2.5,Latitud,Longitud
344,MGH,7,2.4720616570327554,35.63362487852284,23.35374149659864,19.40405,-99.202603
345,MGH,8,4.3426640926640925,39.916342412451364,24.729571984435797,19.40405,-99.202603
346,MGH,9,10.241312741312742,44.62193927522037,27.29480901077375,19.40405,-99.202603
347,MGH,10,19.687866927592957,49.24575424575425,31.136863136863138,19.40405,-99.202603
348,MGH,11,32.87051792828685,50.76643073811931,33.40546006066734,19.40405,-99.202603
349,MGH,12,48.016966067864274,49.16138917262513,33.038815117466804,19.40405,-99.202603
350,MGH,13,61.1395812562313,45.90927624872579,30.924566768603466,19.40405,-99.202603
351,MGH,14,69.83677482792527,44.14949494949495,29.645454545454545,19.40405,-99.202603
352,MGH,15,71.3828125,41.74726368159204,27.0,19.40405,-99.202603
353,MGH,16,65.73196881091619,39.47666335650447,24.211519364448858,19.40405,-99.202603
354,MGH,17,55.92878048780488,37.81386138613861,21.736633663366337,19.40405,-99.202603
355,MGH,18,42.35957240038873,36.280632411067195,19.712450592885375,19.40405,-99.202603
356,MGH,19,28.630709426627796,34.92512315270936,18.461083743842366,19.40405,-99.202603
357,MGH,20,20.74757281553398,32.64152791380999,17.82664054848188,19.40405,-99.202603
358,MGH,21,17.519922254616134,30.405484818805093,17.41332027424094,19.40405,-99.202603
359,MGH,22,15.25438596491228,29.12684365781711,17.43559488692232,19.40405,-99.202603
360,MGH,23,13.737769080234834,28.11527093596059,17.644334975369457,19.40405,-99.202603
361,MON,0,16.015193370165747,,,19.460415,-98.902853
