ID,Nombre,Dirección,Número,Código po,districtCo,Colonia,altitude,nearbyStat,location/l,location_1,Tipo de es,nearbySt_1,nearbySt_2,nearbySt_3,nearbySt_4,nearbySt_5,punto_geo,CVE_AGEB,CVE_MUN,CVE_LOC,CVE_ENT,MOVEMENT_I,DISPLAY_NA
"102",102 ECHEVESTE-BOLIVAR,102 - Echeveste-Bolivar,S/N,,"1",Ampliación Granada,,"101",19.428210000000000,-99.139489999999995,BIKE,"104","109",,,,"19.42821,-99.13949",088A,"015","0001","09","4756",Movement Zone 4756
"106",106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,106 - San Jerónimo-José María Pino Suarez,S/N,"6500",CEN,Centro,,"100",19.426490000000001,-99.133537000000004,BIKE,"101","105",,,,"19.42649,-99.133537","0894","015","0001","09","4757",Movement Zone 4757
"104",104 SAN JERONIMO-ISABEL LA CATOLICA,104 - San Jerónimo-Isabel la Católica,S/N,"6500",CUA,Cuauhtémoc,,"101",19.427059000000000,-99.137116000000006,"BIKE,TPV","105","109",,,,"19.427059,-99.137116","0894","015","0001","09","4757",Movement Zone 4757
"100",100 20 DE NOVIEMBRE-MESONES,100 - 20 de Noviembre-Mesones,S/N,"6500",CEN,Centro,,"95",19.428484999999998,-99.133799999999994,BIKE,"97","101",,,,"19.428485,-99.1338","0894","015","0001","09","4757",Movement Zone 4757
"101",101 1ER. CALLEJÓN DE MESONES-MESONES,1ER. CALLEJÓN DE MESONES - MESONES,S/N,,CEN,Centro,,"100",19.428366000000000,-99.135895000000005,BIKE,"104","105",,,,"19.428366,-99.135895","0894","015","0001","09","4757",Movement Zone 4757
"105",105 SAN JERONIMO-5 DE FEBRERO,105 - San Jerónimo-5 de Febrero,S/N,"6500",CEN,Centro,,"101",19.426755000000000,-99.135013999999998,BIKE,"104","106",,,,"19.426755,-99.135014","0894","015","0001","09","4757",Movement Zone 4757
"255",255 JOSE ROSAS MORENO-GUILLERMO PRIETO,255-Jose Rosas Moreno-Guillermo Prieto,S/N,,"1",Ampliación Granada,,"160",19.437159000000001,-99.161807999999994,BIKE,"183","257",,,,"19.437159,-99.161808","0682","015","0001","09","4766",Movement Zone 4766
"85",85 ROSAS MORENO-SULLIVAN,085 - Rosas Moreno - Sullivan,S/N,"6470",S-R,San Rafael,,"1",19.434249999999999,-99.162508000000003,BIKE,"3","12",,,,"19.43425,-99.162508","0682","015","0001","09","4766",Movement Zone 4766
"174",174 JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO,174 - Joaquín Garcia-Ignacio Manuel Altamirano,S/N,,"1",Ampliación Granada,,"160",19.441109999999998,-99.161640000000006,"BIKE,TPV","183","254",,,,"19.44111,-99.16164","0682","015","0001","09","4766",Movement Zone 4766
"29",29 REFORMA-BUCARELI,029 - Reforma - Bucareli,S/N,"6500",CEN,Centro,,"41",19.434913000000002,-99.149939000000003,"BIKE,TPV",,,,,,"19.434913,-99.149939","0733","015","0001","09","4773",Movement Zone 4773
"52",52 HIDALGO-TRUJANO,052 - Dolores - Juárez,S/N,"6140",CEN,Centro,,"43",19.436236000000001,-99.142038999999997,"BIKE,TPV",,,,,,"19.436236,-99.142039","0733","015","0001","09","4773",Movement Zone 4773
"260",E260 AV JUAREZ-BALDERAS,260 - Av. Juárez-Balderas,S/N,,CEN,Centro,,"29",19.435354000000000,-99.147741999999994,ELECTRIC_BIKE,"33","41","108",,,"19.435354,-99.147742","0733","015","0001","09","4773",Movement Zone 4773
"43",43 JUAREZ-REVILLAGIGEDO,043 - Revillagigedo - Juárez,S/N,"6700",CEN,Centro,,"52",19.435227999999999,-99.146062999999998,"BIKE,TPV","82",,,,,"19.435228,-99.146063","0733","015","0001","09","4773",Movement Zone 4773
"68",68 TAMAULIPAS-MICHOACAN,068 - Tamaulipas - Michoacan,S/N,"6170",CON,Condesa,,"67",19.411556000000001,-99.174059999999997,"BIKE,TPV","71","74",,,,"19.411556,-99.17406","1318","015","0001","09","4775",Movement Zone 4775
"75",75 ALFONSO REYES-ATLIXCO,075 - Alfonso Reyes - Atlixco,S/N,"6170",H-C,Hipódromo Condesa,,"73",19.408722000000001,-99.176689999999994,BIKE,"77","78",,,,"19.408722,-99.17669","1318","015","0001","09","4775",Movement Zone 4775
"67",67 VICENTE SUAREZ-MICHOACAN,067 - Vicente Suárez - Michoacan,S/N,"6170",CON,Condesa,,"62",19.411797000000000,-99.175880000000006,BIKE,"66","68",,,,"19.411797,-99.17588","1318","015","0001","09","4775",Movement Zone 4775
"73",73 CAMPECHE-TAMAULIPAS,073 - Campeche - Tamaulipas,S/N,"6170",H-C,Hipódromo Condesa,,"67",19.410245000000000,-99.175612000000001,BIKE,"68","75",,,,"19.410245,-99.175612","1318","015","0001","09","4775",Movement Zone 4775
"62",62 FERNANDO MONTES DE OCA-AMATLAN,062 - Fernando Montes de Oca - Amatlan,S/N,"6140",CON,Condesa,,"67",19.413322000000001,-99.175201999999999,BIKE,"71","74",,,,"19.413322,-99.175202","1322","015","0001","09","4776",Movement Zone 4776
"69",69 MICHOACAN-AMSTERDAM,069 - Michoacán - Amsterdam,S/N,"6100",HIP,Hipódromo,,"70",19.410733000000000,-99.168110999999996,BIKE,"76","77",,,,"19.410733,-99.168111","1341","015","0001","09","4777",Movement Zone 4777
"80",80 NUEVO LEON-AGUASCALIENTES,080 - Nuevo León - Aguascalientes,S/N,"6100",HIP,Hipódromo,,"79",19.407306999999999,-99.172117999999998,BIKE,"83","84",,,,"19.407307,-99.172118","1341","015","0001","09","4777",Movement Zone 4777
"76",76 CHILPANCINGO-CAMPECHE,076 - Chilpancingo - Campeche,S/N,"6100",HIP,Hipódromo,,"70",19.408736000000001,-99.169912999999994,BIKE,"71","74",,,,"19.408736,-99.169913","1341","015","0001","09","4777",Movement Zone 4777
"81",81 AGUASCALIENTES-INSURGENTES,081 - Aguascalientes - Insurgentes,S/N,"6100",HIP,Hipódromo,,"76",19.408006000000000,-99.168475000000001,BIKE,"84",,,,,"19.408006,-99.168475","1341","015","0001","09","4777",Movement Zone 4777
"84",84 CHILPANCINGO-TLAXCALA,084 - Chilpancingo - Tlaxcala,S/N,"6100",HIP,Hipódromo,,"81",19.407019999999999,-99.169587000000007,BIKE,"83",,,,,"19.40702,-99.169587","1341","015","0001","09","4777",Movement Zone 4777
"154",154 TUXPAN-TLAXCALA,154 - Tuxpan-Tlaxcala,S/N,,"1",Ampliación Granada,,"152",19.406683000000001,-99.167962000000003,"BIKE,TPV","153","157",,,,"19.406683,-99.167962","1356","015","0001","09","4778",Movement Zone 4778
"157",157 TEPIC-TLACOTALPAN,157 - Tepic-Tlacotalpan,S/N,,ROM,Roma Sur,,"153",19.406236000000000,-99.166616000000005,BIKE,"154","161",,,,"19.406236,-99.166616","1356","015","0001","09","4778",Movement Zone 4778
"152",152 TLACOTALPAN-CAMPECHE,152 - Tlacotalpan-Campecha,S/N,,ROM,Roma Sur,,"146",19.409098000000000,-99.167180999999999,"BIKE,TPV","150","157",,,,"19.409098,-99.167181","1356","015","0001","09","4778",Movement Zone 4778
"153",153 MANZANILLO-TLAXCALA,153 - Manzanillo-Tlaxcala,S/N,,ROM,Roma Sur,,"154",19.407468000000001,-99.165141000000006,BIKE,"157","161",,,,"19.407468,-99.165141","1356","015","0001","09","4778",Movement Zone 4778
"150",150 CAMPECHE-MEDELLÍN,150 - Campeche-Medellín,S/N,,"1",Ampliación Granada,,"146",19.409965000000000,-99.164292000000003,BIKE,"151","152",,,,"19.409965,-99.164292","1356","015","0001","09","4778",Movement Zone 4778
"146",146 COAHUILA-MANZANILLO,146 - Coahuila-Manzanillo,S/N,,R-N,Roma Norte,,"150",19.410737000000001,-99.165716000000003,BIKE,"152","153",,,,"19.410737,-99.165716","1356","015","0001","09","4778",Movement Zone 4778
"123",123 CLAUDIO BERNARD-DR. LAVISTA,123 - Claudio Bernard-Dr. Lavista,S/N,"6500","1",Ampliación Granada,,"124",19.424161000000002,-99.153116999999995,BIKE,"125","133",,,,"19.424161,-99.153117","1534","015","0001","09","4779",Movement Zone 4779
"124",124 CLAUDIO BERNARD-DR. LICEAGA,124 - Claudio Bernard-Dr. Liceaga,S/N,"6500",DOC,Doctores,,"119",19.422391999999999,-99.150357999999997,BIKE,"123","133",,,,"19.422392,-99.150358","1534","015","0001","09","4779",Movement Zone 4779
"55",55 5 DE MAYO-BOLIVAR,055 - 5 de Mayo - Bolívar,S/N,"6700","1",Ampliación Granada,,"65",19.434356000000001,-99.138064000000000,"BIKE,TPV","87","88",,,,"19.434356,-99.138064","0767","015","0001","09","4781",Movement Zone 4781
"35",35 LIVERPOOL-GENOVA,035 - Liverpool - Genova,S/N,"6500",JUA,Juárez,,"30",19.424674000000000,-99.163291999999998,"BIKE,TPV","34","40",,,,"19.424674,-99.163292",095A,"015","0001","09","4782",Movement Zone 4782
"34",34 LIVERPOOL-GENOVA,034 - Liverpool - Genova,S/N,"5600",JUA,Juárez,,"30",19.424724999999999,-99.163330999999999,BIKE,"33","35",,,,"19.424725,-99.163331",095A,"015","0001","09","4782",Movement Zone 4782
"33",E33 LONDRES-FLORENCIA,033 - Londres - Florencia,S/N,"6500",JUA,Juárez,,"34",19.424233999999998,-99.166431000000003,ELECTRIC_BIKE,"35","449",,,,"19.424234,-99.166431",095A,"015","0001","09","4782",Movement Zone 4782
"109",109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,109 - Nezahualcóyotl-Isabel la Católica,S/N,"6500",CEN,Centro,,"104",19.425311000000001,-99.137421000000003,BIKE,"105","106",,,,"19.425311,-99.137421","0964","015","0001","09","4783",Movement Zone 4783
"127",127 PUEBLA-MERIDA,127 -  Puebla-Merida,S/N,,R-N,Roma Norte,,"125",19.423317999999998,-99.158330000000007,BIKE,"128","130",,,,"19.423318,-99.15833","1017","015","0001","09","4785",Movement Zone 4785
"132",132 COLIMA-FRONTERA,132 - Colima-Frontera,S/N,,R-N,Roma Norte,,"130",19.420667000000002,-99.156450000000007,BIKE,"133","135",,,,"19.420667,-99.15645","1017","015","0001","09","4785",Movement Zone 4785
"133",133 COLIMA-MORELIA,133 - Colima-Morelia,S/N,,R-N,Roma Norte,,"130",19.421137999999999,-99.154724999999999,BIKE,"132","135",,,,"19.421138,-99.154725","1017","015","0001","09","4785",Movement Zone 4785
"125",125 MORELIA-CIRCULAR DE MORELIA,125 - Morelia-Circular de Morelia,S/N,"6500",R-N,Roma Norte,,"119",19.424541000000001,-99.156204000000002,BIKE,"123","127",,,,"19.424541,-99.156204","1017","015","0001","09","4785",Movement Zone 4785
"130",130 MÉRIDA-DURANGO,130 - Mérida-Durango,S/N,,R-N,Roma Norte,,"127",19.421576000000002,-99.158015000000006,BIKE,"132","133",,,,"19.421576,-99.158015","1017","015","0001","09","4785",Movement Zone 4785
"135",135 ÁLVARO OBREGÓN-MORELIA,135 - Álvaro Obregón-Morelia,S/N,,R-N,Roma Norte,,"132",19.419225000000001,-99.155099000000007,"BIKE,TPV","133","137",,,,"19.419225,-99.155099","1017","015","0001","09","4785",Movement Zone 4785
"47",47 GLORIETA CIBELES-OAXACA,047 - Glorieta Cibeles - Oaxaca,S/N,"6700","1",Ampliación Granada,,"42",19.419515000000001,-99.166298999999995,"BIKE,TPV","51","56",,,,"19.419515,-99.166299","1093","015","0001","09","4788",Movement Zone 4788
"51",51 COLIMA-OAXACA,051 - Colima - Oaxaca,S/N,"6700",R-N,Roma Norte,,"46",19.417995000000001,-99.168248000000006,BIKE,"47","55","58",,,"19.417995,-99.168248","1093","015","0001","09","4788",Movement Zone 4788
"6",6 RIO PANUCO-RIO SENA,006 - Río Pánuco - Río Sena,S/N,"6500",CUA,Cuauhtémoc,,"1",19.430921999999999,-99.166959000000006,BIKE,"3","5","10",,,"19.430922,-99.166959","0822","015","0001","09","4800",Movement Zone 4800
"5",5 RIO PANUCO-RIO TIBER,005 - Río Pánuco Río Tiber,S/N,"6500",CUA,Cuauhtémoc,,"2",19.429720000000000,-99.169363000000004,BIKE,"4","9","10",,,"19.42972,-99.169363","0822","015","0001","09","4800",Movement Zone 4800
"19",19 REFORMA-RIO RHIN,019 - Reforma - Río Rhin,S/N,"6500","1",Ampliación Granada,,"12",19.429241000000001,-99.163376999999997,"BIKE,TPV","20","27",,,,"19.429241,-99.163377","0837","015","0001","09","4801",Movement Zone 4801
"18",18 REFORMA-RIO RHIN,018 - Reforma - Río Rhin,S/N,"6500",CUA,Cuauhtémoc,,"17",19.428879999999999,-99.164175999999998,"BIKE,TPV","25",,,,,"19.42888,-99.164176","0837","015","0001","09","4801",Movement Zone 4801
"20",20 REFORMA-RIO TAMESIS,020 - Reforma- Rio Tamesis,S/N,"6500",CUA,Cuauhtémoc,,"12",19.430963999999999,-99.160206000000002,BIKE,"19","27",,,,"19.430964,-99.160206","0837","015","0001","09","4801",Movement Zone 4801
"194",194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,194 - Av. Paseo de la Reforma-Circuito Mahatma Gandhi,S/N,"11510",CHA,Bosque de Chapultepec,,"195",19.424282000000002,-99.180334000000002,"BIKE,TPV","253","261",,,,"19.424282,-99.180334","0798","016","0001","09","4805",Movement Zone 4805
"192",192 RUBEN DARIO-REFORMA,192 - Rubén Darío-Reforma,S/N,"11510",CHA,Bosque de Chapultepec,,"193",19.425920000000001,-99.190754999999996,"BIKE,TPV","234","238",,,,"19.42592,-99.190755","0798","016","0001","09","4805",Movement Zone 4805
"228",228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,228 - Campos Elíseos-Jean de La fontaine,S/N,"11510",POL,Polanco,,"230",19.427705000000000,-99.199119999999994,"BIKE,TPV","233","235",,,,"19.427705,-99.19912","0798","016","0001","09","4805",Movement Zone 4805
"193",193 RUBEN DARIO-REFORMA,193 - Rubén Darío.Reforma,S/N,"11510",CHA,Bosque de Chapultepec,,"192",19.425906999999999,-99.190732999999994,BIKE,"234","238",,,,"19.425907,-99.190733","0798","016","0001","09","4805",Movement Zone 4805
"195",195 AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI,195 - Circuito Mahatma Gandhi-Av. Paseo de la Reforma,S/N,,CHA,Bosque de Chapultepec,,"194",19.424925999999999,-99.185147000000001,"BIKE,TPV","253","261",,,,"19.424926,-99.185147","0798","016","0001","09","4805",Movement Zone 4805
"184",184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,S/N,,SMC,San Miguel Chapultepec,,"185",19.414790000000000,-99.185079999999999,"BIKE,TPV","186","187",,,,"19.41479,-99.18508","0891","016","0001","09","4806",Movement Zone 4806
"185",185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,185 - General Antonio Léon-General Pedro Antonio de los Santos,S/N,,SMC,San Miguel Chapultepec,,"176",19.412800000000001,-99.182800000000000,BIKE,"187","190",,,,"19.4128,-99.1828","0891","016","0001","09","4806",Movement Zone 4806
"253",253 DANTE-TOLSTOI,253 - Dante-Tolstoi,S/N,"11510","1",Ampliación Granada,,"195",19.425834999999999,-99.177924000000004,"BIKE,TPV","252","261",,,,"19.425835,-99.177924",068A,"016","0001","09","4807",Movement Zone 4807
"207",207 TASSO-HOMERO,207 - Tasso-Homero,S/N,"11510",POL,Polanco,,"205",19.434861000000001,-99.183322000000004,BIKE,"217","226",,,,"19.434861,-99.183322",068A,"016","0001","09","4807",Movement Zone 4807
"239",239 RINCON DEL BOSQUE-RUBEN DARÍO,239 - Rincon del Bosque-Ruben Dario,S/N,"11510",POL,Polanco,,"226",19.430153000000001,-99.181354999999996,BIKE,"247","250",,,,"19.430153,-99.181355",068A,"016","0001","09","4807",Movement Zone 4807
"250",250 DARWIN-MARIANO ESCOBEDO,250 - Darwin-Mariano Escobedo,S/N,"11510","1",Ampliación Granada,,"239",19.429057000000000,-99.179659999999998,"BIKE,TPV","249","252",,,,"19.429057,-99.17966",068A,"016","0001","09","4807",Movement Zone 4807
"226",226 WALLON-PRESIDENTE MASARYK,226 - Wallon-Presidente Masaryk,S/N,"11511",POL,Polanco,,"217",19.431032999999999,-99.182220000000001,BIKE,"239","247",,,,"19.431033,-99.18222",068A,"016","0001","09","4807",Movement Zone 4807
"217",217 EULER-AV. HORACIO,217 - Euler-Horacio,S/N,"11510",POL,Polanco,,"207",19.432887999999998,-99.183605000000000,"BIKE,TPV","225","226",,,,"19.432888,-99.183605",068A,"016","0001","09","4807",Movement Zone 4807
"246",246 LEIBNITZ-THIERS,246 - Leibnitz-Thiers,S/N,"11510","2",Anzures,,"207",19.434146999999999,-99.179834999999997,BIKE,"247","248",,,,"19.434147,-99.179835","0694","016","0001","09","4809",Movement Zone 4809
"247",E247 HERSCHEL-ROUSSEAU,247 - Herschel-Rousseau,S/N,"11510","2",Anzures,,"246",19.432276000000002,-99.180639999999997,ELECTRIC_BIKE,"469","472",,,,"19.432276,-99.18064","0694","016","0001","09","4809",Movement Zone 4809
"248",248 SHAKESPEARE-LAFAYETTE,248 - Shakespeare-Lafayette,S/N,"11510","1",Ampliación Granada,,"246",19.431750000000001,-99.177398999999994,BIKE,"247","249",,,,"19.43175,-99.177399","0694","016","0001","09","4809",Movement Zone 4809
"251",251 GOETHE-DARWIN,251 - Goethe-Darwin,S/N,"11510","2",Anzures,,"248",19.429261000000000,-99.175380000000004,BIKE,"249","252",,,,"19.429261,-99.17538","0711","016","0001","09","4820",Movement Zone 4820
"249",249 SHAKESPEARE-DARWIN,249 - Shakespeare-Darwin,S/N,"11510","2",Anzures,,"248",19.429877000000001,-99.177569000000005,BIKE,"250","251",,,,"19.429877,-99.177569","0711","016","0001","09","4820",Movement Zone 4820
"252",252 VICTOR HUGO-SHAKESPEARE,252 - Víctor Hugo-Shakespeare,S/N,"11510","2",Anzures,,"249",19.427575000000001,-99.177019999999999,BIKE,"251","253",,,,"19.427575,-99.17702","0711","016","0001","09","4820",Movement Zone 4820
"190",E190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,S/N,,SMC,San Miguel Chapultepec,,"33",19.409569000000001,-99.183833000000007,ELECTRIC_BIKE,"187","189","449",,,"19.409569,-99.183833","1029","016","0001","09","4822",Movement Zone 4822
"186",186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,186 - Gregorio V. Gelati-Francisco Molinos del C.,S/N,,SMC,San Miguel Chapultepec,,"187",19.412429100000001,-99.188511700000006,BIKE,"188","189",,,,"19.4124291,-99.1885117","1029","016","0001","09","4822",Movement Zone 4822
"187",187 GENERAL CANO-GOBERNADOR GREGORIO V GELATI,187 - Genral Cano-Gobernador Gregorio V. Gelati,S/N,,SMC,San Miguel Chapultepec,,"176",19.411230000000000,-99.185509999999994,BIKE,"189","190",,,,"19.41123,-99.18551","1029","016","0001","09","4822",Movement Zone 4822
"167",167 GENERAL SALVADOR ALVARADO-PROGRESO,167 - General Salvador Alvarado-Progreso,S/N,,ESC,Escandón,,"168",19.404651000000001,-99.179374999999993,BIKE,"172","178",,,,"19.404651,-99.179375",118A,"016","0001","09","4823",Movement Zone 4823
"166",166 PROGRESO-CDA. ANTONIO MACEO,166 - Progreso-Cda. Antonio Maceo,S/N,,ESC,Escandón,,"170",19.406068999999999,-99.183548999999999,BIKE,"172","181",,,,"19.406069,-99.183549",118A,"016","0001","09","4823",Movement Zone 4823
"168",168 COMERCIO-PROGRESO,168 - Comercio-Progreso,S/N,,ESC,Escandón,,"167",19.403997000000000,-99.177599999999998,"BIKE,TPV","169","173",,,,"19.403997,-99.1776",118A,"016","0001","09","4823",Movement Zone 4823
"169",169 PROSPERIDAD-PROGRESO,169 - Prosperidad-Progreso,S/N,,ESC,Escandón,,"168",19.403019000000000,-99.174933999999993,BIKE,"170","175",,,,"19.403019,-99.174934",118A,"016","0001","09","4823",Movement Zone 4823
"172",172 GENERAL FRANCISCO MURGUIA-JOSE MARTÍ,172 - General Francisco Murguia-Jose Martí,S/N,,ESC,Escandón,,"167",19.403492100000001,-99.181600200000005,BIKE,"170","171",,,,"19.4034921,-99.1816002",118A,"016","0001","09","4823",Movement Zone 4823
"171",171 COMERCIO-JOSE MARTÍ,171 - Comercio-Jose Martí,S/N,,"1",Ampliación Granada,,"167",19.402584000000001,-99.178199000000006,BIKE,"168","173",,,,"19.402584,-99.178199",118A,"016","0001","09","4823",Movement Zone 4823
"286",286 13 DE SEPTIEMBRE-AVENIDA PATRIOTISMO,286 - 13 De Septiembre-Avenida Patriotismo,S/N,"11800",ESC,Escandón,,"171",19.399201000000001,-99.179942999999994,BIKE,"285","287",,,,"19.399201,-99.179943","1211","016","0001","09","4824",Movement Zone 4824
"287",287 13 DE SEPTIEMBRE-PUENTE DE LA MORENA,287 - 13 De Septiembre-Puente De La Morena,S/N,"11800",ESC,Escandón,,"286",19.398945999999999,-99.183254000000005,BIKE,"288","311",,,,"19.398946,-99.183254","1211","016","0001","09","4824",Movement Zone 4824
"182",182 PROGRESO-ASTRONOMOS,182 - PROGRESO-ASTRONOMOS,S/N,,HIP,Hipódromo,,"175",19.402089000000000,-99.171390000000002,"BIKE,TPV","179",,,,,"19.402089,-99.17139","1226","016","0001","09","4825",Movement Zone 4825
"175",E175 MUTUALISMO-JOSÉ MARTí,175 - Mutualismo-José Martí,S/N,,ESC,Escandón,,"173",19.400766999999998,-99.172533000000001,ELECTRIC_BIKE,"182","300",,,,"19.400767,-99.172533","1226","016","0001","09","4825",Movement Zone 4825
"456",456 ALPES-MONTES ESCANDINAVOS,456 ALPES-MONTES ESCANDINAVOS,S/N,,LCH,Lomas de Chapultepec Sección V,,"453",19.427517000000002,-99.208411999999996,BIKE,"455","458",,,,"19.427517,-99.208412","0887","016","0001","09","4843",Movement Zone 4843
"467",E467  LAGO MAYOR-LAGO ALBERTO,467  LAGO MAYOR-LAGO ALBERTO,S/N,,GRA,Granada,,"464",19.440398999999999,-99.186784000000003,ELECTRIC_BIKE,"472","479",,,,"19.440399,-99.186784","0478","016","0001","09","4849",Movement Zone 4849
"476",476 LAGO COMO-LAGUNA DE MAYRÁN,476 LAGO COMO-LAGUNA DE MAYRÁN,S/N,,GRA,Granada,,"475",19.442126999999999,-99.184432999999999,"BIKE,TPV","477",,,,,"19.442127,-99.184433","0478","016","0001","09","4849",Movement Zone 4849
"477",477 LAGO ISEO-LAGUNA DE MAYRÁN,477 LAGO ISEO-LAGUNA DE MAYRÁN,S/N,,ANI,Anáhuac I,,"475",19.440905000000001,-99.181742999999997,BIKE,"476","478",,,,"19.440905,-99.181743","0482","016","0001","09","4851",Movement Zone 4851
"480",480 LAGO ISEO-AV. MARINA NACIONAL,480 LAGO ISEO-AV. MARINA NACIONAL,S/N,,AME,Anáhuac Mariano Escobedo,,"476",19.446072999999998,-99.181653999999995,BIKE,"477","478",,,,"19.446073,-99.181654","0482","016","0001","09","4851",Movement Zone 4851
"479",E479 LAGO MURITZ-AV. MARINA NACIONAL,479 LAGO MURITZ-AV.MARINA NACIONAL,S/N,,AME,Anáhuac Mariano Escobedo,,"467",19.444433000000000,-99.179664000000002,ELECTRIC_BIKE,"469","472","476","477","478","19.444433,-99.179664","0482","016","0001","09","4851",Movement Zone 4851
"474",474 BAHÍA DE SAN HIPÓLITO-BAHÍA DEL ESPÍRITU SANTO,474 BAHÍA DE SAN HIPÓLITO-BAHÍA DEL ESPÍRITU SANTO,S/N,,ANI,Anáhuac I,,"473",19.438984000000001,-99.177548999999999,BIKE,"475","478",,,,"19.438984,-99.177549","0482","016","0001","09","4851",Movement Zone 4851
"475",475 LAGO MURITZ-LAGO ALBERTO,475 LAGO MURITZ-LAGO ALBERTO,S/N,,ANI,Anáhuac I,,"468",19.439249000000000,-99.181065000000004,BIKE,"474","477",,,,"19.439249,-99.181065","0482","016","0001","09","4851",Movement Zone 4851
"478",478 LAGUNA DE MAYRÁN-LAGO CHALCO,478 LAGUNA DE MAYRÁN-LAGO CHALCO,S/N,,ANI,Anáhuac I,,"473",19.440818000000000,-99.176961000000006,BIKE,"474","477",,,,"19.440818,-99.176961","0482","016","0001","09","4851",Movement Zone 4851
"461",461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,S/N,,IRR,Irrigación,,"197",19.440106000000000,-99.210031000000001,BIKE,"240","460",,,,"19.440106,-99.210031","0533","016","0001","09","4852",Movement Zone 4852
"460",460 JUAN VÁZQUEZ DE MELLA-HOMERO,460 JUAN VÁZQUEZ DE MELLA-HOMERO,S/R,,POL,Polanco,,"198",19.437014000000001,-99.207932000000000,BIKE,"209","240",,,,"19.437014,-99.207932","0622","016","0001","09","4853",Movement Zone 4853
"240",240 EJERCITO NACIONAL-F.C. DE CUERNAVACA,204- Ejercito Nacional-F.C. de Cuernavaca,S/N,,POL,Polanco,,"198",19.438549999999999,-99.206299999999999,"BIKE,TPV","241",,,,,"19.43855,-99.2063","0622","016","0001","09","4853",Movement Zone 4853
"241",E241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA,241 - Ejercito Nacional-Juan Vazquez de la Mella,S/N,,POL,Polanco,,"222",19.438620000000000,-99.207579999999993,ELECTRIC_BIKE,"460",,,,,"19.43862,-99.20758","0622","016","0001","09","4853",Movement Zone 4853
"462",462 PRESA FALCÓN-DANXHÓ,462 PRESA FALCÓN-DANXHÓ,S/N,,IRR,Irrigación,,"197",19.442337999999999,-99.205197999999996,BIKE,"240","463",,,,"19.442338,-99.205198","0444","016","0001","09","4863",Movement Zone 4863
"242",242 MIGUEL DE CERVANTES SAAVEDRA-PROL MOLIERE,242 - Miguel de Cervantes Saavedra-Pról. Moliere,S/N,"11510",GRA,Granada,,"198",19.440344000000000,-99.201049999999995,BIKE,"199","243",,,,"19.440344,-99.20105","0444","016","0001","09","4863",Movement Zone 4863
"463",463 LAGO ANDRÓMACO-LAGO ZURICH,463 LAGO ANDRÓMACO-LAGO ZURICH,S/N,,"1",Ampliación Granada,,"197",19.442337999999999,-99.202492000000007,BIKE,"242","462",,,,"19.442338,-99.202492","0444","016","0001","09","4863",Movement Zone 4863
"197",197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,197 - Miguel de Cervantes Saavedra-Ferrocarril de Cuernavaca,S/N,,"1",Ampliación Granada,,"197",19.440076999999999,-99.204316000000006,"BIKE,TPV",,,,,,"19.440077,-99.204316","0444","016","0001","09","4863",Movement Zone 4863
"469",E469 BAHÍA DE LA CONCEPCIÓN-BAHÍA DE TODOS LOS SAN,469BAHÍA DELA CONCEPCIÓN-BAHÍA DE TODOS LOS SANTOS,S/N,,"2",Anzures,,"247",19.434183000000001,-99.173089000000004,ELECTRIC_BIKE,"470","472",,,,"19.434183,-99.173089","0603","016","0001","09","4864",Movement Zone 4864
"468",468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,S/N,,ANI,Anáhuac I,,"452",19.434183000000001,-99.173089000000004,BIKE,"474","475",,,,"19.434183,-99.173089","0603","016","0001","09","4864",Movement Zone 4864
"472",E472 BAHÍA SANTA BÁRBARA-BAHÍA DE BALLENAS,472 BAHÍA SANTA BÁRBARA-BAHÍA DE BALLENAS,S/N,,"2",Anzures,,"247",19.437667000000001,-99.177109999999999,ELECTRIC_BIKE,"469","471","473","474","479","19.437667,-99.17711","0603","016","0001","09","4864",Movement Zone 4864
"470",470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS,S/N,,"2",Anzures,,"471",19.435039000000000,-99.173878999999999,BIKE,"473",,,,,"19.435039,-99.173879","0603","016","0001","09","4864",Movement Zone 4864
