X,Y,Z,CVE_AGEB,DISPLAY_NAME
-99.1756388471853,19.4298895539956,0,"0711",Movement Zone 4820
-99.1853263907322,19.4119657224799,0,"1029",Movement Zone 4822
-99.1789495252548,19.4043404252579,0,118A,Movement Zone 4823
-99.1813999958253,19.3982492608098,0,"1211",Movement Zone 4824
-99.1728247309669,19.401129552037,0,"1226",Movement Zone 4825
-99.2111949528555,19.4270556275028,0,"0887",Movement Zone 4843
-99.1968180149668,19.4307609556653,0,"0764",Movement Zone 4845
-99.1865099273011,19.4415733621728,0,"0478",Movement Zone 4849
-99.2093734691896,19.4420255428464,0,"0548",Movement Zone 4850
-99.1802078303925,19.4417673168313,0,"0482",Movement Zone 4851
-99.2125570870497,19.4404022699577,0,"0533",Movement Zone 4852
-99.2099212125944,19.4370850163474,0,"0622",Movement Zone 4853
-99.2040191370709,19.4422593529572,0,"0444",Movement Zone 4863
-99.1742122093302,19.4354943560024,0,"0603",Movement Zone 4864
-99.1988640656149,19.4349298082255,0,"0641",Movement Zone 4865
-99.1782632131183,19.4344945495099,0,"0707",Movement Zone 4866
-99.2023753713585,19.4305872565134,0,"0745",Movement Zone 4868
-99.1982264150221,19.4295150040564,0,075A,Movement Zone 4869
-99.2055523618058,19.4228242881101,0,"0995",Movement Zone 4873
-99.1798160714596,19.4009743509074,0,"1207",Movement Zone 4874
-99.1879304110564,19.4293483417115,0,"0783",Movement Zone 4876
-99.1865889819244,19.433330339103,0,"0675",Movement Zone 4879
-99.1938363683148,19.4287191680592,0,"0779",Movement Zone 4880
-99.1976224216301,19.4425712258082,0,"0459",Movement Zone 4892
-99.1925498178116,19.4438528728319,0,"0463",Movement Zone 4893
-99.1971889585797,19.4394894983545,0,"0552",Movement Zone 4895
-99.1899248826402,19.4393770446448,0,"0571",Movement Zone 4903
-99.1815165202369,19.4380371672292,0,"0586",Movement Zone 4904
-99.1750894752287,19.438052017112,0,"0590",Movement Zone 4905
-99.2071846244746,19.4287260500784,0,"0849",Movement Zone 4907
-99.1877425444306,19.4087211594352,0,"1160",Movement Zone 4916
-99.1856788699288,19.4045962147922,0,"1175",Movement Zone 4917
-99.2055104116108,19.434661160988,0,"0637",Movement Zone 4927
-99.1935745581893,19.4348090975688,0,"0656",Movement Zone 4928
-99.1884158521456,19.4356358195707,0,"0660",Movement Zone 4929
